init_state,Value
o  xoxxo ,-1
 xoxo  xo,-1
oxxxxoo o,1
xoox     ,1
  xoxxo  ,-1
xo o x   ,1
 oxx o  x,0
 xo  xoox,1
 x x oo x,0
x x ooxo ,1
 x o  ox ,1
xooxox  x,-1
xxx   oo ,1
x xxoxoo ,-1
xx oo x o,1
xoxoox   ,1
xxoox ox ,1
oxox o x ,1
oxxxoo xo,-1
  xx oxoo,1
  xxxoxoo,1
 x o x ox,0
 x o x o ,1
oox  xx  ,1
o   xoxox,1
x   x oox,1
xo x xxoo,1
oxxx ooox,0
 xxxo xoo,-1
o x  xo x,1
 xxxxo oo,-1
o  xxoo x,0
x o x xoo,1
x  xoxoo ,-1
oxx x o  ,-1
xox o x o,1
 xo ooxx ,1
 xoxooxx ,-1
xxx oo   ,1
x    oxox,1
o  oxxxox,0
x  xox o ,-1
  xo oxxo,1
x xo oxxo,-1
xxo oxx o,0
xxo oxxoo,1
x   xoo x,1
x o ox  x,-1
x xxoo   ,1
x x x ooo,-1
xoxxo   o,1
x   ox ox,-1
xo  ox ox,-1
x  o ox x,-1
x oo ox x,1
xoo ox x ,1
xooxox x ,-1
 xx oxo o,1
xoo x ox ,1
xoo xxox ,1
 x  x  o ,0
 x oxxo o,1
x ooxoxxo,-1
x  o xxoo,1
xo  xxoox,1
xx  xo o ,1
xx x ooox,1
ooox xxox,-1
xxx  o o ,1
 oxoxo x ,1
x x oxoo ,1
  o oxxxo,0
xx  xooox,1
x x  o  o,1
x ox xo  ,-1
xooxo  xx,-1
xooxo oxx,-1
o x o x x,1
 oooxxxxo,0
 x   oo x,1
oxx   oxo,1
xooxoxxxo,1
  oxo xox,1
ox xxo xo,1
oo xx xox,-1
 oxx  ox ,0
 oxx  oxo,0
x x  xoo ,-1
o  x  o x,1
o xx o ox,0
xooox  x ,1
ox   x o ,0
xx    oxo,1
oxx xoox ,1
  o xoxxo,-1
o x  x ox,1
oxo  x x ,-1
x  x ooox,1
xx o x  o,0
ox xo  xo,-1
  x oxo  ,1
  xxoxo  ,-1
 o x xo x,1
 x oxo x ,1
o o  xoxx,-1
x   xooxo,1
o   ox  x,1
x o  xx o,0
x o  oxxo,-1
o oxxoxxo,-1
 ooxxxox ,1
 xxooxo  ,1
 xxooxo x,1
 oo xx  x,-1
  xoxoox ,1
oxxxooxo ,0
  oxxo xo,-1
xx    o  ,1
    x oxo,1
x  xooxox,1
  xoxoo x,1
  xx  xoo,1
x   xxoo ,-1
o xox  xo,1
xox xox o,1
 oox o xx,1
 xo x ox ,1
o   o xx ,1
o  ox xxo,1
oxx o  ox,1
 ooxx xo ,1
xx o ooxx,-1
xx ooooxx,-1
xx   ox o,-1
oxo   x x,0
oo  x  x ,0
o   xoxxo,1
xxo ox xo,-1
x   ooxx ,-1
x  o xoxo,1
oxox  xxo,-1
oxoxo xxo,-1
 xo x xoo,0
x xxoo ox,-1
x x xoo o,1
xooxx  ox,1
 oxx x  o,-1
 oxx x oo,1
o xxxoxo ,1
o  xxxxoo,1
  oxxoxox,0
oxxo   xo,1
  ox xo x,-1
  oxoxo x,-1
  o o xxx,1
ox   x ox,0
 xox xoo ,1
 xoxxxoo ,1
xooxoxo x,-1
o xoxx o ,1
xo o   xx,1
 o xx  ox,1
  x o oxx,0
o x o oxx,1
 xooxoxox,1
x  oooxx ,-1
o oxxooxx,1
 x o ox  ,1
ox xxxoo ,1
o x xxxoo,1
 x  oxox ,-1
 x ooxox ,-1
o  oxxxxo,1
 o  o  xx,1
oxxooxxo ,1
oo oxxx  ,1
x  oxooxx,1
 xo  xxoo,1
xx  o xo ,1
ox  oxxo ,0
o  oxx   ,0
 xooxxo  ,1
 xxoxox o,1
xoox x ox,-1
xxxxo oo ,1
 xx xooo ,1
o     x  ,1
 xoo xxo ,0
ox  xox o,1
 o  xxoxo,1
oox xoxx ,1
xoxxoo  x,-1
x    oxo ,1
x  x oxo ,1
 x x  oox,1
  o oxxx ,0
  oooxxx ,1
xxo xoxoo,-1
oox xxxo ,1
o  o xxx ,1
xo   oxx ,1
x o  x xo,0
o  oxxox ,-1
 xxo  oxo,1
 xxo xoxo,-1
  oxo x  ,1
xoxo xo  ,1
oxo x xxo,1
 xo oxox ,-1
xox o    ,0
 oo  xxox,-1
xoo  xxox,-1
 oxxo xo ,-1
x      xo,0
x o  xxo ,0
xoxoxo x ,1
ooo xx  x,-1
  ooxxoxx,-1
xox ooxxo,1
xo oxo x ,1
xx oo oxx,-1
xo x   xo,0
ox oxx ox,-1
xxo o  ox,0
xxo o xox,0
oxxxoooxx,0
ox   x xo,-1
o    x  x,-1
x oxoxoxo,-1
 x ox   o,1
   xx o  ,0
  o xo  x,1
xo  oxxo ,-1
x o x xo ,1
oxoo xxx ,1
xox  ox  ,1
ox ox    ,1
  xxoo x ,0
xo   x xo,0
 ox  xo x,1
   xo oxx,-1
o    xo x,1
xo   x ox,-1
x xx   oo,-1
x xx o oo,1
x o x ox ,1
x xoxx oo,-1
 xx  o ox,0
 xxxo oo ,1
ox x xoo ,1
xoox xoox,1
xo  x ox ,0
x x o  xo,0
 x  xo  o,1
x ox o   ,1
x xoxxo o,-1
 o xox ox,-1
xo oxox  ,1
o xxx   o,1
o   x xo ,1
x oxox o ,1
xoxox oxo,0
xxxoox o ,1
ooxx  x  ,-1
ooxx  xo ,1
xo oxx ox,1
xo xx o o,1
 xoox xo ,0
x oox xo ,1
o x x oxo,1
 xx xo oo,1
xxoxox oo,1
oo xx oxx,-1
  xoxo x ,1
ox  ox  x,0
xxo ooxx ,-1
 xx x o o,-1
x  xoo ox,1
xxoxoxxoo,1
  oo xxxo,0
 xxoox ox,1
o xooxxxo,-1
xoxo  x o,1
  xoxx oo,1
 xoxo o x,-1
x xoo o x,1
x xooxo x,1
 ox xxxoo,1
   ooxxox,1
  xooxxox,1
o  x o x ,0
 oox    x,1
oxx    o ,0
oxx x  o ,-1
oxoxo  xx,-1
xox x  oo,1
xox x xoo,1
x x o oox,1
xoxo ooxx,1
o xxx  oo,1
 xo xox  ,-1
 x xx oo ,-1
oxx x oo ,-1
oxx   oox,1
oxoxoo xx,1
   oxxoxo,1
x o x o  ,1
x o xxo  ,1
xo xoox x,1
ox xoxxo ,-1
 o oxx x ,-1
 o ox oxx,1
o  xoxxox,-1
x xoxooxo,1
o  o xxxo,1
  xxo oxo,0
xoo oxx x,-1
oo  xoxx ,1
oo  xoxxx,1
 xxx ooo ,1
 xox xxoo,1
 xoxoxxoo,1
xo xxoxo ,1
 ox ox x ,0
xoo ox xx,-1
xo o    x,1
xo ox   x,1
xox o xxo,0
o x ox  x,1
 xx oxo  ,1
xooxxxo  ,1
 xo xxxoo,0
 xoxoxoxo,-1
oxxoox x ,-1
oxxoox xo,-1
oooxxox x,-1
x   x  o ,1
 o  x xo ,1
x xox oox,1
 x  o    ,0
 xxox oxo,1
x x  oxoo,1
  o xxo  ,1
 oooxxxx ,-1
ox xo  x ,-1
 o xxxoxo,1
ooxxo x  ,-1
x oxxo   ,-1
 ox x ox ,0
o  xo x  ,0
ox o  x  ,1
ox o  x x,1
xooooxxx ,1
xooooxxxx,1
 oo xxo x,1
xoxxo x o,1
o x xxo  ,-1
 o xx oox,1
oxo   xx ,1
o xx xo o,1
   oox x ,1
   x xoo ,1
 x x xoo ,-1
xxox  o o,-1
x   oo  x,0
ox x x o ,0
 x   o xo,1
ox   o x ,1
o   xxo  ,1
  xoxxxoo,1
ooxox x x,1
xxo  oox ,1
x oooxxxo,0
o oox xx ,1
o xo  oxx,-1
oxox xx o,-1
o xox  ox,1
x  xo o x,-1
  x  xo  ,-1
oox x xox,1
  xxx o o,-1
o x x xo ,1
o xxo xox,-1
xoo x x  ,1
xooox x  ,1
oxox oxx ,-1
       xo,0
o x oo xx,1
o x ox x ,-1
o x ox xo,-1
ox o xxxo,-1
xooxx  o ,1
o xo  x  ,1
 x  x oxo,1
xxoox  ox,1
 oooxx xx,-1
oxx xo ox,0
 xxoox xo,-1
oox  xxox,1
  xx oo x,0
 o   x   ,1
 ox xo xo,1
x o  xxoo,1
x o xxxoo,0
xo oxxxoo,1
 x  oxo  ,1
 o xox xo,0
o oxoxoxx,-1
 xox  oox,1
xx  xo oo,1
ox  x xoo,1
o xxx oxo,1
xxooo xxo,0
 x oxo   ,1
 xoxx  oo,1
 xxo ooxx,-1
o xox o x,-1
xx o xo o,1
 oxoo xx ,1
xxxoo    ,1
xox x   o,0
xx o     ,1
xxo x oxo,1
xoxxooxxo,1
ox  oxoxx,-1
xx oo ox ,1
xo  x  xo,0
ox  ooxx ,1
o ox xx  ,-1
xx oxx oo,-1
x   oo x ,0
oxxoxxo o,-1
x oxoo xx,-1
x oxoooxx,-1
 o o  xxx,1
o x      ,1
xoo xxo x,1
    o  x ,0
xxxx ooo ,1
xo   x o ,1
oxo oxx  ,0
 xox oo x,1
x xo x o ,1
xx oox  o,1
 x xxooo ,0
xxoooxo x,-1
xooxox   ,1
oxx ox  o,-1
x oxxo  o,-1
oxx x  oo,1
xxoo ox x,-1
x  xxooo ,1
  xo xxoo,1
xxxox  oo,1
xx oxo xo,1
 o oxxxxo,0
oxxo  o x,-1
xooox x x,1
 x  o   x,0
 xoo  xxo,1
 o xxoxox,1
o xxxx oo,1
oo x x   ,1
 x xoo xo,-1
xx xoo xo,-1
 oox ox x,1
 ooxxox x,-1
oxxxo    ,-1
xo xxoo x,1
  xo   xo,1
oxoxxxo  ,1
o    x   ,1
o  x x   ,-1
 oxo x  x,1
x xo xxoo,1
o  ooxxxx,1
xo  ooxx ,1
 xooxxoox,1
 o xxo  x,0
 o xxo ox,1
o x xxoox,1
x  xxooox,1
xx  oox o,1
  xxo xo ,-1
 o x xox ,0
 o xoxox ,0
 ox xo ox,1
xox xo ox,1
ooxx   x ,1
ooo x x x,-1
ooxo xx x,1
x  o ooxx,1
xooxxxoox,1
 ooxxxxo ,1
     xxoo,1
 o o xoxx,1
ox xoxo x,-1
x xo ooxx,-1
x xooooxx,-1
xoxoooxx ,-1
 oxx oxox,-1
   xx oxo,1
xo x o ox,1
x xooxox ,1
oxxxooox ,0
  x oxo x,1
 x xooxo ,1
oo xxo  x,0
 xx  o xo,1
x xoxxoo ,-1
x xoxxooo,-1
ox oo x x,1
  x  ox  ,0
xo o  xx ,0
xo o oxx ,1
x  xo  xo,0
xx oo xox,-1
o oo x xx,1
ox xxo  o,1
  ooxx ox,1
o xo x xo,-1
o xo xxxo,-1
x  ox o x,1
x ooxx ox,1
 oxoxo xx,1
xo  x  ox,1
 ox o  xx,1
   ooxxx ,0
 x  oxxo ,0
oxoooxxx ,1
x  xx  oo,-1
oxo  xo x,-1
 oxxoox x,-1
 oxxooxox,-1
 x o ox x,-1
o  xox   ,-1
o xxox   ,-1
 xoo    x,1
 xox x o ,0
  o   xox,1
  oxx x o,-1
 xx oox o,1
xxx oox o,1
 xoxxoxoo,-1
 xox x oo,1
x x   xoo,1
oo xoxxox,-1
 x    x o,0
oo  xx   ,1
  oxxxoxo,1
xox   x o,1
 xo oxx o,0
 xoxoxx o,-1
 xooxx xo,1
ooxx xo x,1
ox ox xxo,1
 oxxoxxoo,-1
oxo x o x,1
oxo x oxx,1
xoxxx ooo,-1
o xx xoox,1
  ooxxx o,0
 xxox oo ,1
o  xxo   ,0
oo xxxxo ,1
oxxo xoxo,-1
xxoo  xox,0
oo ox  xx,1
oo  xo xx,1
xx o xoox,1
  xoxo xo,1
x o xxoo ,1
oxoo x x ,1
oxoo x xx,-1
x x xooox,1
 oxxo ox ,0
o xoox xx,1
xo xxo ox,1
x ox o x ,-1
 x xoox o,1
o xo xox ,-1
 oxxxoxo ,1
xo oxxx o,0
xxoooo xx,-1
o oxoxx  ,-1
  x o ox ,0
xoxoxo   ,1
oxxxoxo  ,-1
  xox  xo,1
 x oxoxxo,1
ooxox  x ,1
x x oxoox,1
ooxox xx ,1
oxxo x  o,-1
xx   x oo,-1
ox   ox x,0
oxoxoxo x,-1
 oox xx  ,-1
xoo     x,1
xxo  xxoo,0
o oxoxxx ,-1
oooxoxxx ,-1
x  o xxo ,0
ox xoooxx,0
xooxx o x,1
oxxo o xx,-1
oxxooo xx,-1
xx ooox  ,-1
  oox xx ,1
 ox x  xo,0
 xxoxo xo,1
 ox  o xx,0
xoxxo oxo,0
oxxxxooo ,0
xx o oxo ,1
 xo xxoxo,1
 oo  xx x,-1
      x  ,0
 xx  o  o,1
o ox x   ,1
 oo  xoxx,-1
ox  o xox,0
 ox o xox,-1
o  xox ox,1
 ox xox  ,1
xxxoo ox ,1
 x oxxoo ,-1
 x o oxox,1
xooxxo   ,1
xxo x oo ,1
x xoooxox,-1
ooxxx xo ,1
x oxoxxo ,1
o xxoox x,0
o xxooxox,0
xxx ooxo ,1
xooxxx o ,1
xoxx xooo,-1
xoo x   x,1
xxo  x  o,-1
xoo xx o ,1
 xoxox  o,-1
xxo ox   ,-1
 xxxoo o ,1
 xo o  xx,-1
 x ooxo x,1
xxo x oox,1
oxoxx o x,1
ox  xx o ,0
xoxxoxo  ,-1
o x  x xo,-1
ox oox xx,-1
 oxoxoxx ,1
 xoxx   o,-1
xooox xx ,0
xo x  x o,1
 x ox oox,1
xx ox oox,1
x oxxo ox,1
o xxx oox,0
ox xo x  ,-1
xoxoxo xo,1
ox oxx xo,1
xxxxo  oo,1
o xxxo ox,0
xo ox xox,1
xx xxooo ,-1
xx o x oo,1
ox xoxo  ,-1
x ooxoxx ,-1
      xo ,1
x    xo o,0
ox o   xx,-1
xx x ooo ,1
xxxo   o ,1
x  ox xoo,1
  ox  xo ,1
  oxxo  x,0
   xo   x,0
oxox  xox,0
oxox oxox,0
 oxo    x,1
  xoo x  ,0
x  x  oxo,-1
o xoxooxx,-1
o xxxoo x,0
oxxo x ox,1
 x  xoox ,1
x  o x xo,0
xo xxoo  ,1
 xo xoo x,1
 o  ox  x,1
  o o  xx,1
  oxo  xx,-1
xx o  o  ,1
xo oo xx ,1
o x o   x,1
oxxo o  x,-1
oox o xxx,1
o xooxx x,1
x  ooxxxo,0
 oox oxxx,1
ooxoxx   ,1
xx  xooxo,1
  ooxxox ,1
xxo  xo o,-1
x xoxoo x,1
  xoxooxx,-1
x  o oxxo,-1
xoxx  o  ,-1
 oo x oxx,1
xxo   oxo,1
 xoxooxxo,-1
 ox x xo ,1
 x o  xox,0
  xoxxoox,1
oxxo ooxx,-1
    oxo x,1
xox x oox,1
xooxooxxx,1
xxooxxoox,1
o     xox,1
xo x o  x,1
ox oo xx ,1
o oxxxxo ,1
xxox  oxo,-1
xx   o o ,1
o oxoxxxo,-1
oxx x oxo,1
 x o  xxo,-1
  x oo  x,0
  xx xoo ,-1
oo ox xxx,1
o  ox x x,1
xx  ooxxo,-1
o x oxox ,1
  oxxox o,-1
ooxoxo xx,1
ooxoxxox ,-1
 xoxx xoo,-1
 xxx  ooo,-1
  o x ox ,1
 o ox xox,1
 xoox o x,1
xxooo x x,-1
xoo  oxxx,1
x oxxoxo ,1
o x ooxxx,1
x ox oox ,-1
x oxxoox ,-1
xoxx xoo ,-1
oxo xxxoo,1
o  xxo ox,0
o ooxxxx ,-1
ooooxxxx ,-1
o oxxx   ,1
xo xoxx o,1
x  xoxxoo,1
xo  o oxx,0
   o xox ,1
   x  o x,0
 x oxooxx,1
xoxxo o  ,0
  oxxoox ,1
xoxoo xox,-1
o xoxx   ,-1
xxo      ,-1
oxxoxox  ,1
 oo ox xx,1
xox ooxx ,-1
xxoxo xo ,1
x xoo xxo,-1
x xoooxxo,-1
xooxxoox ,1
 o x x o ,1
  xoo   x,1
 oxx xxoo,-1
ooxx x  o,1
o oxx  x ,-1
 oxxxx oo,1
xo  ooxxx,1
xxo oooxx,-1
xx xo oox,-1
 o xxxxoo,1
o  xxxoox,1
x x oxo  ,1
x xooxo  ,1
xoxxoo ox,-1
 x  o  x ,-1
xo xooxx ,1
  oxoxxxo,-1
oxoox  xx,1
oxo  oxxx,1
xxooxo  x,1
x ooxox  ,1
x ooxox x,1
 oxox x  ,1
   xx oo ,1
ooxxox xo,-1
ox o x ox,1
 xxx oxoo,1
oxo  o xx,1
 oxoo  xx,1
o ox ox x,1
ooxox  xx,-1
ooxox oxx,-1
ooxxxoox ,0
   xox ox,-1
 oxx   xo,0
xoxo x   ,0
oxoooxx x,1
  xoo x x,-1
oox x  ox,1
oox xx ox,1
o ooxxxxo,1
xo xxxo o,1
 ox x oxo,0
oxo xx xo,1
oxx o   x,0
 oxoxo  x,1
ooo xxx  ,-1
ox xo x o,-1
 x xxoo  ,0
oxx xx oo,-1
 o xx oxo,1
oxoo xxxo,1
xox   o x,1
oo  oxx x,1
xxxxoo  o,1
x ox o xo,-1
x oxoox x,1
xoxoxo  x,1
xoo xox x,1
ox  xx oo,1
  xo xx o,0
xxxxoooox,1
oo xxx xo,1
o x   ox ,0
xxxo xo o,1
 xoxx oxo,1
oo oxxxox,1
 o xx xo ,1
xxx xo oo,1
xo  xo xo,0
 xox    o,-1
o x   xxo,-1
oxooxox x,1
oxooxoxxx,1
xoo x  x ,0
 oxxoo x ,1
  ooxoxx ,1
o x xox  ,1
  oxxxo  ,1
x oxx oox,1
oxoxo oxx,-1
oox xox x,1
 xx xoxoo,1
xxx  oo  ,1
 ooxoxx  ,1
xooxoxx  ,1
 xooxxox ,1
xox  o xo,1
x xoox ox,1
ooo  xxx ,-1
xxo o ox ,-1
  ox oxxo,-1
 xx    oo,1
ooox  xx ,-1
 x o xo x,-1
 xo xxo o,1
oo xx x o,1
ooxxx x o,1
xoxox x o,1
xxox o  o,-1
o xx  ox ,0
 x xoxoox,-1
 xoxoxxo ,0
oxxox  o ,1
 xo xooxx,1
 xo   o x,1
x oxxx oo,1
o oo xxxx,1
xox xo xo,0
 oxx o   ,1
  ox ox x,1
o xxxooox,0
xoxo xxo ,-1
 x    xo ,0
x o    xo,0
o ooxxoxx,-1
  xox xo ,1
 xx  ooox,1
oox    x ,1
x  xoxoxo,-1
xxx  o  o,1
 x  oo x ,-1
 xoo  xox,0
oxxxxoxoo,1
oxx xox o,1
xxxoxooxo,1
ox  xo x ,1
xo x ox  ,1
 x xoxoo ,-1
x xx oxoo,1
ooxxooxx ,1
x o xxo o,1
ooo  xx x,-1
xoxo ox  ,1
oxo    x ,1
xoo xoxxo,-1
xoxoxox  ,1
xx oooxxo,-1
xxoo xoox,1
x  x  xoo,1
ooxoxx x ,-1
x  x o ox,1
 xo xxoox,1
xoxxxoxoo,1
ox oxxoox,-1
x o ooxxx,1
x x o ox ,0
ox xox o ,0
 oxoo xxx,1
xxoo oxox,1
xo xxxoo ,1
  o oxoxx,-1
xxx  ooox,1
 o  o xxx,1
 o xxx o ,1
 xx o o x,1
  xo x  o,0
oxxoo xxo,-1
x x oo   ,1
 o xxxo  ,1
 o xxxoox,1
oooxx oxx,-1
xoox ox x,1
 oxo xoxx,1
oxxo    x,-1
x o x o x,1
 x  o o x,1
x  xo x o,1
x xo  oox,1
xxxo  oox,1
 oxx xoxo,0
x x xooxo,0
oxoxxxxoo,1
xo x  ox ,0
xox xxooo,-1
xox oxoxo,0
 xoxox ox,-1
 xx ooxox,-1
xoo  xo x,1
xo xox xo,0
xooxox xo,1
x ox oxox,1
 ox ox  x,1
o xxooxxo,-1
ox   xoxo,1
ooxxx   o,1
xx oooxox,-1
xooxox ox,-1
 oxxxoo  ,0
oxxoox  x,1
oxx o x o,-1
xooo xxox,1
xoooxxxox,1
x oxxooxo,-1
o xx oxxo,-1
 oxxo  ox,-1
xoxo  xxo,0
 xxoooxox,-1
o xxxo  o,1
  xxoxoox,1
 xx x ooo,-1
ox    oxx,-1
ox o  oxx,-1
ox   oxxo,1
xxxooxo  ,1
  oxxx o ,1
ooxoxxxox,1
ooxo xxxo,1
ooxx x xo,-1
ooooxx xx,-1
oxxox xo ,1
o o x  x ,1
o xoxxo  ,-1
 xxooox  ,-1
xxooo xox,0
oxoxx oox,1
oxoxxxoox,1
oxxo  xo ,1
o    oxxx,1
 xoxxooox,1
 x ooox x,-1
 x ox ox ,1
 xxoooxxo,-1
xxx o   o,1
 xo xox o,-1
oo xxxox ,1
xo   ooxx,1
xo  xooxx,1
 xo o oxx,-1
xxxo oxo ,1
xxoo oxxo,-1
 xxooo  x,-1
ox oo xxx,1
xoxo  xox,-1
xxoxo x o,1
oxoxxxoxo,1
xoxxoxoxo,0
x ox  oox,1
xo o oxxx,1
xxo o xo ,1
xxo xoox ,1
  oxo x x,1
xoo oxoxx,-1
o xxxox o,1
x x  ooox,1
ooo x xx ,-1
x o oxo x,-1
x xoxo ox,1
 o xx  xo,0
xo ooxxox,-1
 xx  xooo,-1
  xooxx  ,0
xo oxxoxo,0
xx   oo x,1
oxoo xoxx,-1
o oxx xo ,1
ooxxoxx o,-1
oxxox  xo,1
 oxxox o ,-1
xxoxoo xo,-1
 ox xxoox,1
oo  x   x,1
oxxoo xox,1
oxooxx x ,1
xx  oo ox,1
xxoox o x,1
o  xxxo  ,1
xoo xx ox,1
xx  oooxx,-1
xx o oxox,-1
 o xo xox,-1
xxo ooxox,1
ox   oxx ,1
 x ox  xo,1
x ooo xxx,1
  oooxxxx,1
  x x o o,0
 ooxxx ox,1
oxxo  ox ,-1
xo x  xo ,1
 oxoox xx,1
oxxooox x,-1
xxooox ox,0
 o  oxxox,-1
xox  ooxx,0
x oxxxoo ,1
  ox oxox,1
xxox oxo ,1
o   o xxx,1
xoox x xo,1
ooox xoxx,-1
xxxooxoox,1
xxooxoxox,1
xoxxoxoo ,-1
x oxo o x,-1
xoxoxooxx,1
 ox  ooxx,0
xox o  ox,-1
 oxo xxox,1
ooxxox  x,1
xxx o o  ,1
o x o xxo,-1
 o xx xoo,1
xo xx xoo,1
x x  xooo,-1
xx xo xoo,1
ox o xo x,-1
oxxxox oo,-1
oxo x  x ,1
xxo ooxxo,-1
xxxxooxoo,1
ox  xoxxo,1
xxx ooox ,1
xxooxxoxo,1
 ox x oox,1
xoxoxoxox,1
xxooxooxx,1
xoxoxxoox,1
ooxoxoxxx,1
  xox x o,1
oxxoxoxxo,1
ooxxxxxoo,1
